date	store_name	rating
2021-10-28	Blk Mtn	5
2021-10-28	Blk Mtn	5
2021-10-28	Blk Mtn	5
2021-10-28	Blk Mtn	4
2021-10-28	Blk Mtn	3
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	1
2021-10-28	Lexington	5
2021-10-28	Lexington	3
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	5
2021-10-28	Lexington	3
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	5
2021-10-28	Lexington	3
2021-10-28	Lexington	5
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	2
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	5
2021-10-28	Lexington	5
2021-10-28	Lexington	3
2021-10-28	Lexington	4
2021-10-28	Lexington	3
2021-10-28	Lexington	5
2021-10-28	Lexington	4
2021-10-28	Lexington	4
2021-10-28	Lexington	3
2021-10-28	Lexington	4
2021-10-27	West Avl	5
2021-10-27	West Avl	3
2021-10-27	West Avl	3
2021-10-27	West Avl	5
2021-10-27	West Avl	5
2021-10-27	West Avl	5
2021-10-27	West Avl	3
2021-10-27	West Avl	4
2021-10-27	West Avl	4
2021-10-27	West Avl	2
2021-10-27	West Avl	3
2021-10-27	West Avl	3
2021-10-27	West Avl	4
2021-10-27	East Avl	4
2021-10-27	East Avl	3
2021-10-27	East Avl	3
2021-10-27	East Avl	5
2021-10-27	East Avl	5
2021-10-27	East Avl	3
2021-10-27	East Avl	5
2021-10-27	East Avl	5
2021-10-27	Blk Mtn	4
2021-10-27	Blk Mtn	4
2021-10-27	Blk Mtn	5
2021-10-27	Blk Mtn	4
2021-10-27	Blk Mtn	3
2021-10-27	Blk Mtn	4
2021-10-27	Blk Mtn	4
2021-10-27	Blk Mtn	5
2021-10-27	Blk Mtn	3
2021-10-27	Blk Mtn	4
2021-10-27	Lexington	5
2021-10-27	Lexington	4
2021-10-27	Lexington	3
2021-10-27	Lexington	4
2021-10-27	Lexington	2
2021-10-27	Lexington	4
2021-10-27	Lexington	5
2021-10-27	Lexington	4
2021-10-27	Lexington	4
2021-10-27	Lexington	5
2021-10-27	Lexington	3
2021-10-27	Lexington	5
2021-10-27	Lexington	5
2021-10-27	Lexington	3
2021-10-27	Lexington	3
2021-10-27	Lexington	3
2021-10-27	Lexington	4
2021-10-27	Lexington	3
2021-10-27	Lexington	3
2021-10-27	Lexington	4
2021-10-27	Lexington	5
2021-10-27	Lexington	3
2021-10-26	West Avl	5
2021-10-26	West Avl	3
2021-10-26	West Avl	3
2021-10-26	West Avl	3
2021-10-26	West Avl	5
2021-10-26	West Avl	2
2021-10-26	West Avl	4
2021-10-26	West Avl	4
2021-10-26	West Avl	4
2021-10-26	West Avl	4
2021-10-26	West Avl	5
2021-10-26	West Avl	3
2021-10-26	West Avl	3
2021-10-26	East Avl	5
2021-10-26	East Avl	5
2021-10-26	East Avl	5
2021-10-26	East Avl	4
2021-10-26	East Avl	5
2021-10-26	East Avl	4
2021-10-26	East Avl	5
2021-10-26	East Avl	5
2021-10-26	East Avl	5
2021-10-26	East Avl	5
2021-10-26	East Avl	5
2021-10-26	East Avl	5
2021-10-26	Blk Mtn	5
2021-10-26	Blk Mtn	3
2021-10-26	Blk Mtn	3
2021-10-26	Blk Mtn	5
2021-10-26	Blk Mtn	5
2021-10-26	Blk Mtn	2
2021-10-26	Blk Mtn	4
2021-10-26	Blk Mtn	5
2021-10-26	Blk Mtn	5
2021-10-26	Blk Mtn	5
2021-10-26	Blk Mtn	3
2021-10-26	Blk Mtn	4
2021-10-26	Blk Mtn	4
2021-10-26	Blk Mtn	2
2021-10-26	Blk Mtn	3
2021-10-26	Lexington	4
2021-10-26	Lexington	4
2021-10-26	Lexington	5
2021-10-26	Lexington	3
2021-10-26	Lexington	5
2021-10-26	Lexington	5
2021-10-26	Lexington	5
2021-10-26	Lexington	2
2021-10-26	Lexington	4
2021-10-26	Lexington	3
2021-10-26	Lexington	4
2021-10-26	Lexington	5
2021-10-26	Lexington	5
2021-10-26	Lexington	4
2021-10-26	Lexington	3
2021-10-26	Lexington	4
2021-10-26	Lexington	3
2021-10-26	Lexington	5
2021-10-26	Lexington	4
2021-10-26	Lexington	5
2021-10-26	Lexington	5
2021-10-26	Lexington	4
2021-10-26	Lexington	4
2021-10-26	Lexington	5
2021-10-26	Lexington	4
2021-10-26	Lexington	2
2021-10-26	Lexington	3
2021-10-26	Lexington	5
2021-10-26	Lexington	4
2021-10-26	Lexington	5
2021-10-26	Lexington	4
2021-10-26	Lexington	5
2021-10-26	Lexington	5
2021-10-26	Lexington	3
2021-10-26	Lexington	4
2021-10-26	Lexington	5
2021-10-25	West Avl	4
2021-10-25	West Avl	4
2021-10-25	West Avl	5
2021-10-25	West Avl	5
2021-10-25	West Avl	5
2021-10-25	West Avl	4
2021-10-25	West Avl	4
2021-10-25	West Avl	3
2021-10-25	West Avl	5
2021-10-25	West Avl	5
2021-10-25	East Avl	4
2021-10-25	East Avl	4
2021-10-25	East Avl	4
2021-10-25	East Avl	3
2021-10-25	East Avl	4
2021-10-25	East Avl	4
2021-10-25	East Avl	4
2021-10-25	East Avl	3
2021-10-25	East Avl	4
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	3
2021-10-25	Blk Mtn	3
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	5
2021-10-25	Blk Mtn	5
2021-10-25	Blk Mtn	5
2021-10-25	Blk Mtn	3
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	3
2021-10-25	Blk Mtn	4
2021-10-25	Blk Mtn	4
2021-10-25	Lexington	5
2021-10-25	Lexington	5
2021-10-25	Lexington	4
2021-10-25	Lexington	3
2021-10-25	Lexington	4
2021-10-25	Lexington	2
2021-10-25	Lexington	5
2021-10-25	Lexington	3
2021-10-25	Lexington	5
2021-10-25	Lexington	4
2021-10-25	Lexington	4
2021-10-25	Lexington	3
2021-10-25	Lexington	4
2021-10-25	Lexington	3
2021-10-25	Lexington	5
2021-10-25	Lexington	3
2021-10-25	Lexington	4
2021-10-25	Lexington	4
2021-10-25	Lexington	2
2021-10-25	Lexington	4
2021-10-25	Lexington	3
2021-10-25	Lexington	3
2021-10-25	Lexington	3
2021-10-25	Lexington	5
2021-10-25	Lexington	5
2021-10-25	Lexington	5
2021-10-25	Lexington	4
2021-10-25	Lexington	3
2021-10-25	Lexington	4
2021-10-25	Lexington	1
2021-10-25	Lexington	4
2021-10-25	Lexington	4
2021-10-24	West Avl	5
2021-10-24	West Avl	2
2021-10-24	West Avl	5
2021-10-24	West Avl	4
2021-10-24	West Avl	3
2021-10-24	West Avl	4
2021-10-24	West Avl	5
2021-10-24	West Avl	3
2021-10-24	West Avl	5
2021-10-24	West Avl	4
2021-10-24	West Avl	4
2021-10-24	West Avl	4
2021-10-24	East Avl	3
2021-10-24	East Avl	4
2021-10-24	East Avl	5
2021-10-24	East Avl	4
2021-10-24	East Avl	5
2021-10-24	Blk Mtn	5
2021-10-24	Blk Mtn	2
2021-10-24	Blk Mtn	4
2021-10-24	Blk Mtn	3
2021-10-24	Blk Mtn	4
2021-10-24	Blk Mtn	5
2021-10-24	Blk Mtn	3
2021-10-24	Blk Mtn	4
2021-10-24	Blk Mtn	3
2021-10-24	Blk Mtn	4
2021-10-24	Blk Mtn	5
2021-10-24	Blk Mtn	3
2021-10-24	Blk Mtn	4
2021-10-24	Blk Mtn	5
2021-10-24	Blk Mtn	5
2021-10-24	Blk Mtn	3
2021-10-24	Blk Mtn	5
2021-10-24	Blk Mtn	5
2021-10-24	Blk Mtn	3
2021-10-24	Lexington	3
2021-10-24	Lexington	5
2021-10-24	Lexington	4
2021-10-24	Lexington	2
2021-10-24	Lexington	3
2021-10-24	Lexington	4
2021-10-24	Lexington	5
2021-10-24	Lexington	4
2021-10-24	Lexington	3
2021-10-24	Lexington	3
2021-10-24	Lexington	4
2021-10-24	Lexington	2
2021-10-24	Lexington	1
2021-10-24	Lexington	4
2021-10-24	Lexington	4
2021-10-24	Lexington	3
2021-10-24	Lexington	4
2021-10-24	Lexington	2
2021-10-24	Lexington	5
2021-10-24	Lexington	5
2021-10-24	Lexington	5
2021-10-24	Lexington	4
2021-10-24	Lexington	4
2021-10-24	Lexington	3
2021-10-24	Lexington	4
2021-10-24	Lexington	3
2021-10-24	Lexington	5
2021-10-24	Lexington	2
2021-10-24	Lexington	5
2021-10-24	Lexington	4
2021-10-24	Lexington	4
2021-10-23	West Avl	5
2021-10-23	West Avl	2
2021-10-23	West Avl	4
2021-10-23	West Avl	3
2021-10-23	West Avl	5
2021-10-23	West Avl	3
2021-10-23	West Avl	5
2021-10-23	West Avl	4
2021-10-23	West Avl	3
2021-10-23	West Avl	4
2021-10-23	West Avl	5
2021-10-23	West Avl	2
2021-10-23	West Avl	4
2021-10-23	West Avl	5
2021-10-23	West Avl	4
2021-10-23	West Avl	2
2021-10-23	West Avl	5
2021-10-23	East Avl	5
2021-10-23	East Avl	5
2021-10-23	East Avl	5
2021-10-23	East Avl	5
2021-10-23	East Avl	5
2021-10-23	East Avl	5
2021-10-23	Blk Mtn	4
2021-10-23	Blk Mtn	5
2021-10-23	Blk Mtn	4
2021-10-23	Blk Mtn	3
2021-10-23	Blk Mtn	3
2021-10-23	Blk Mtn	4
2021-10-23	Blk Mtn	4
2021-10-23	Blk Mtn	4
2021-10-23	Blk Mtn	5
2021-10-23	Blk Mtn	4
2021-10-23	Blk Mtn	5
2021-10-23	Blk Mtn	5
2021-10-23	Blk Mtn	5
2021-10-23	Blk Mtn	4
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	4
2021-10-23	Lexington	3
2021-10-23	Lexington	3
2021-10-23	Lexington	5
2021-10-23	Lexington	4
2021-10-23	Lexington	4
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	3
2021-10-23	Lexington	5
2021-10-23	Lexington	3
2021-10-23	Lexington	5
2021-10-23	Lexington	4
2021-10-23	Lexington	5
2021-10-23	Lexington	4
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	4
2021-10-23	Lexington	3
2021-10-23	Lexington	4
2021-10-23	Lexington	2
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	4
2021-10-23	Lexington	5
2021-10-23	Lexington	4
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-23	Lexington	5
2021-10-22	West Avl	4
2021-10-22	West Avl	5
2021-10-22	West Avl	4
2021-10-22	West Avl	3
2021-10-22	West Avl	5
2021-10-22	West Avl	3
2021-10-22	West Avl	2
2021-10-22	West Avl	2
2021-10-22	West Avl	4
2021-10-22	West Avl	5
2021-10-22	West Avl	3
2021-10-22	West Avl	5
2021-10-22	West Avl	4
2021-10-22	East Avl	3
2021-10-22	East Avl	4
2021-10-22	East Avl	4
2021-10-22	East Avl	5
2021-10-22	Blk Mtn	4
2021-10-22	Blk Mtn	5
2021-10-22	Blk Mtn	3
2021-10-22	Blk Mtn	4
2021-10-22	Blk Mtn	4
2021-10-22	Blk Mtn	5
2021-10-22	Blk Mtn	3
2021-10-22	Blk Mtn	5
2021-10-22	Blk Mtn	5
2021-10-22	Blk Mtn	4
2021-10-22	Blk Mtn	5
2021-10-22	Blk Mtn	3
2021-10-22	Blk Mtn	3
2021-10-22	Blk Mtn	4
2021-10-22	Lexington	4
2021-10-22	Lexington	5
2021-10-22	Lexington	3
2021-10-22	Lexington	3
2021-10-22	Lexington	4
2021-10-22	Lexington	5
2021-10-22	Lexington	4
2021-10-22	Lexington	4
2021-10-22	Lexington	5
2021-10-22	Lexington	4
2021-10-22	Lexington	4
2021-10-22	Lexington	4
2021-10-22	Lexington	4
2021-10-22	Lexington	2
2021-10-22	Lexington	4
2021-10-22	Lexington	5
2021-10-22	Lexington	5
2021-10-22	Lexington	3
2021-10-22	Lexington	5
2021-10-22	Lexington	5
2021-10-22	Lexington	4
2021-10-22	Lexington	3
2021-10-22	Lexington	4
2021-10-22	Lexington	4
2021-10-22	Lexington	5
2021-10-22	Lexington	2
2021-10-22	Lexington	3
2021-10-22	Lexington	2
2021-10-22	Lexington	5
2021-10-22	Lexington	3
2021-10-22	Lexington	3
2021-10-22	Lexington	2
2021-10-22	Lexington	3
2021-10-22	Lexington	4
2021-10-22	Lexington	5
2021-10-22	Lexington	5
2021-10-21	West Avl	3
2021-10-21	West Avl	2
2021-10-21	West Avl	3
2021-10-21	West Avl	5
2021-10-21	West Avl	4
2021-10-21	West Avl	5
2021-10-21	West Avl	3
2021-10-21	West Avl	3
2021-10-21	West Avl	4
2021-10-21	West Avl	5
2021-10-21	East Avl	4
2021-10-21	East Avl	5
2021-10-21	East Avl	4
2021-10-21	East Avl	1
2021-10-21	East Avl	5
2021-10-21	East Avl	4
2021-10-21	East Avl	4
2021-10-21	East Avl	5
2021-10-21	East Avl	4
2021-10-21	East Avl	4
2021-10-21	East Avl	3
2021-10-21	East Avl	5
2021-10-21	Blk Mtn	3
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	3
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	4
2021-10-21	Blk Mtn	3
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	4
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	5
2021-10-21	Blk Mtn	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-21	Lexington	4
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-21	Lexington	4
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-21	Lexington	5
2021-10-21	Lexington	4
2021-10-20	West Avl	5
2021-10-20	West Avl	5
2021-10-20	West Avl	4
2021-10-20	West Avl	4
2021-10-20	West Avl	5
2021-10-20	West Avl	4
2021-10-20	West Avl	3
2021-10-20	West Avl	3
2021-10-20	West Avl	3
2021-10-20	West Avl	5
2021-10-20	West Avl	3
2021-10-20	West Avl	3
2021-10-20	West Avl	5
2021-10-20	West Avl	3
2021-10-20	West Avl	5
2021-10-20	East Avl	5
2021-10-20	East Avl	5
2021-10-20	East Avl	4
2021-10-20	East Avl	5
2021-10-20	East Avl	4
2021-10-20	Blk Mtn	5
2021-10-20	Blk Mtn	5
2021-10-20	Blk Mtn	5
2021-10-20	Blk Mtn	5
2021-10-20	Blk Mtn	3
2021-10-20	Blk Mtn	4
2021-10-20	Blk Mtn	5
2021-10-20	Blk Mtn	5
2021-10-20	Lexington	5
2021-10-20	Lexington	4
2021-10-20	Lexington	5
2021-10-20	Lexington	3
2021-10-20	Lexington	5
2021-10-20	Lexington	5
2021-10-20	Lexington	4
2021-10-20	Lexington	4
2021-10-20	Lexington	5
2021-10-20	Lexington	3
2021-10-20	Lexington	2
2021-10-20	Lexington	3
2021-10-20	Lexington	5
2021-10-20	Lexington	3
2021-10-20	Lexington	2
2021-10-20	Lexington	3
2021-10-20	Lexington	3
2021-10-20	Lexington	3
2021-10-20	Lexington	3
2021-10-20	Lexington	4
2021-10-20	Lexington	5
2021-10-20	Lexington	4
2021-10-20	Lexington	5
2021-10-20	Lexington	4
2021-10-20	Lexington	5
2021-10-20	Lexington	5
2021-10-20	Lexington	5
2021-10-20	Lexington	5
2021-10-20	Lexington	2
2021-10-20	Lexington	3
2021-10-20	Lexington	3
2021-10-20	Lexington	3
2021-10-20	Lexington	4
2021-10-20	Lexington	4
2021-10-20	Lexington	3
2021-10-19	West Avl	3
2021-10-19	West Avl	3
2021-10-19	West Avl	4
2021-10-19	West Avl	3
2021-10-19	West Avl	5
2021-10-19	West Avl	5
2021-10-19	West Avl	5
2021-10-19	West Avl	3
2021-10-19	West Avl	5
2021-10-19	West Avl	3
2021-10-19	West Avl	3
2021-10-19	West Avl	2
2021-10-19	West Avl	4
2021-10-19	West Avl	5
2021-10-19	West Avl	4
2021-10-19	East Avl	5
2021-10-19	East Avl	2
2021-10-19	East Avl	5
2021-10-19	East Avl	4
2021-10-19	East Avl	2
2021-10-19	East Avl	4
2021-10-19	East Avl	5
2021-10-19	East Avl	4
2021-10-19	East Avl	5
2021-10-19	Blk Mtn	2
2021-10-19	Blk Mtn	5
2021-10-19	Blk Mtn	5
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	5
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	5
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	4
2021-10-19	Blk Mtn	3
2021-10-19	Blk Mtn	5
2021-10-19	Blk Mtn	2
2021-10-19	Blk Mtn	5
2021-10-19	Blk Mtn	3
2021-10-19	Lexington	4
2021-10-19	Lexington	5
2021-10-19	Lexington	3
2021-10-19	Lexington	4
2021-10-19	Lexington	5
2021-10-19	Lexington	4
2021-10-19	Lexington	5
2021-10-19	Lexington	4
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-19	Lexington	4
2021-10-19	Lexington	4
2021-10-19	Lexington	5
2021-10-19	Lexington	4
2021-10-19	Lexington	4
2021-10-19	Lexington	5
2021-10-19	Lexington	3
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-19	Lexington	4
2021-10-19	Lexington	5
2021-10-19	Lexington	5
2021-10-18	West Avl	3
2021-10-18	West Avl	5
2021-10-18	West Avl	4
2021-10-18	West Avl	1
2021-10-18	West Avl	3
2021-10-18	West Avl	3
2021-10-18	West Avl	2
2021-10-18	West Avl	3
2021-10-18	West Avl	5
2021-10-18	West Avl	3
2021-10-18	West Avl	4
2021-10-18	West Avl	5
2021-10-18	West Avl	1
2021-10-18	West Avl	4
2021-10-18	West Avl	4
2021-10-18	East Avl	3
2021-10-18	East Avl	5
2021-10-18	East Avl	4
2021-10-18	East Avl	4
2021-10-18	East Avl	4
2021-10-18	East Avl	4
2021-10-18	Blk Mtn	5
2021-10-18	Blk Mtn	2
2021-10-18	Blk Mtn	3
2021-10-18	Blk Mtn	3
2021-10-18	Blk Mtn	5
2021-10-18	Blk Mtn	3
2021-10-18	Blk Mtn	4
2021-10-18	Blk Mtn	4
2021-10-18	Blk Mtn	4
2021-10-18	Blk Mtn	5
2021-10-18	Blk Mtn	3
2021-10-18	Blk Mtn	4
2021-10-18	Blk Mtn	4
2021-10-18	Blk Mtn	2
2021-10-18	Blk Mtn	4
2021-10-18	Lexington	4
2021-10-18	Lexington	4
2021-10-18	Lexington	4
2021-10-18	Lexington	3
2021-10-18	Lexington	3
2021-10-18	Lexington	5
2021-10-18	Lexington	5
2021-10-18	Lexington	3
2021-10-18	Lexington	3
2021-10-18	Lexington	2
2021-10-18	Lexington	4
2021-10-18	Lexington	3
2021-10-18	Lexington	5
2021-10-18	Lexington	3
2021-10-18	Lexington	3
2021-10-18	Lexington	5
2021-10-18	Lexington	4
2021-10-18	Lexington	4
2021-10-18	Lexington	4
2021-10-18	Lexington	2
2021-10-18	Lexington	4
2021-10-18	Lexington	3
2021-10-18	Lexington	3
2021-10-18	Lexington	5
2021-10-18	Lexington	1
2021-10-18	Lexington	5
2021-10-18	Lexington	5
2021-10-18	Lexington	5
2021-10-18	Lexington	5
2021-10-18	Lexington	4
2021-10-18	Lexington	2
2021-10-18	Lexington	4
2021-10-18	Lexington	4
2021-10-18	Lexington	3
2021-10-18	Lexington	4
2021-10-18	Lexington	4
2021-10-18	Lexington	3
2021-10-18	Lexington	5
2021-10-18	Lexington	4
2021-10-17	West Avl	3
2021-10-17	West Avl	4
2021-10-17	West Avl	3
2021-10-17	West Avl	5
2021-10-17	West Avl	4
2021-10-17	West Avl	3
2021-10-17	West Avl	4
2021-10-17	West Avl	5
2021-10-17	West Avl	4
2021-10-17	West Avl	1
2021-10-17	West Avl	5
2021-10-17	West Avl	5
2021-10-17	West Avl	4
2021-10-17	East Avl	5
2021-10-17	East Avl	2
2021-10-17	East Avl	5
2021-10-17	East Avl	4
2021-10-17	East Avl	5
2021-10-17	East Avl	2
2021-10-17	East Avl	4
2021-10-17	East Avl	2
2021-10-17	East Avl	3
2021-10-17	East Avl	5
2021-10-17	Blk Mtn	3
2021-10-17	Blk Mtn	5
2021-10-17	Blk Mtn	2
2021-10-17	Blk Mtn	4
2021-10-17	Blk Mtn	4
2021-10-17	Blk Mtn	4
2021-10-17	Blk Mtn	5
2021-10-17	Blk Mtn	3
2021-10-17	Blk Mtn	5
2021-10-17	Blk Mtn	5
2021-10-17	Blk Mtn	4
2021-10-17	Blk Mtn	5
2021-10-17	Blk Mtn	4
2021-10-17	Lexington	5
2021-10-17	Lexington	4
2021-10-17	Lexington	5
2021-10-17	Lexington	3
2021-10-17	Lexington	4
2021-10-17	Lexington	4
2021-10-17	Lexington	4
2021-10-17	Lexington	5
2021-10-17	Lexington	3
2021-10-17	Lexington	5
2021-10-17	Lexington	5
2021-10-17	Lexington	4
2021-10-17	Lexington	3
2021-10-17	Lexington	4
2021-10-17	Lexington	3
2021-10-17	Lexington	4
2021-10-17	Lexington	5
2021-10-17	Lexington	5
2021-10-17	Lexington	5
2021-10-17	Lexington	3
2021-10-17	Lexington	4
2021-10-17	Lexington	2
2021-10-17	Lexington	3
2021-10-17	Lexington	4
2021-10-17	Lexington	5
2021-10-17	Lexington	5
2021-10-17	Lexington	5
2021-10-17	Lexington	2
2021-10-17	Lexington	3
2021-10-17	Lexington	4
2021-10-17	Lexington	5
2021-10-17	Lexington	5
2021-10-16	West Avl	3
2021-10-16	West Avl	5
2021-10-16	West Avl	3
2021-10-16	West Avl	1
2021-10-16	West Avl	4
2021-10-16	West Avl	4
2021-10-16	West Avl	5
2021-10-16	West Avl	2
2021-10-16	West Avl	5
2021-10-16	West Avl	3
2021-10-16	West Avl	5
2021-10-16	East Avl	5
2021-10-16	East Avl	3
2021-10-16	East Avl	4
2021-10-16	East Avl	2
2021-10-16	East Avl	3
2021-10-16	East Avl	4
2021-10-16	East Avl	3
2021-10-16	East Avl	4
2021-10-16	East Avl	3
2021-10-16	East Avl	4
2021-10-16	East Avl	2
2021-10-16	East Avl	5
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	1
2021-10-16	Blk Mtn	5
2021-10-16	Blk Mtn	4
2021-10-16	Blk Mtn	2
2021-10-16	Blk Mtn	5
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	2
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	2
2021-10-16	Blk Mtn	4
2021-10-16	Blk Mtn	5
2021-10-16	Blk Mtn	2
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	3
2021-10-16	Blk Mtn	5
2021-10-16	Lexington	5
2021-10-16	Lexington	5
2021-10-16	Lexington	5
2021-10-16	Lexington	4
2021-10-16	Lexington	3
2021-10-16	Lexington	4
2021-10-16	Lexington	5
2021-10-16	Lexington	2
2021-10-16	Lexington	4
2021-10-16	Lexington	4
2021-10-16	Lexington	3
2021-10-16	Lexington	3
2021-10-16	Lexington	3
2021-10-16	Lexington	4
2021-10-16	Lexington	2
2021-10-16	Lexington	3
2021-10-16	Lexington	3
2021-10-16	Lexington	2
2021-10-16	Lexington	4
2021-10-16	Lexington	3
2021-10-16	Lexington	3
2021-10-16	Lexington	5
2021-10-16	Lexington	4
2021-10-16	Lexington	5
2021-10-16	Lexington	3
2021-10-16	Lexington	3
2021-10-16	Lexington	5
2021-10-16	Lexington	3
2021-10-16	Lexington	5
2021-10-16	Lexington	5
2021-10-16	Lexington	2
2021-10-16	Lexington	3
2021-10-16	Lexington	5
2021-10-16	Lexington	5
2021-10-16	Lexington	3
2021-10-16	Lexington	3
2021-10-16	Lexington	4
2021-10-15	West Avl	2
2021-10-15	West Avl	4
2021-10-15	West Avl	4
2021-10-15	West Avl	4
2021-10-15	West Avl	5
2021-10-15	West Avl	5
2021-10-15	West Avl	4
2021-10-15	West Avl	1
2021-10-15	West Avl	5
2021-10-15	West Avl	3
2021-10-15	West Avl	4
2021-10-15	West Avl	4
2021-10-15	West Avl	5
2021-10-15	West Avl	5
2021-10-15	West Avl	5
2021-10-15	West Avl	5
2021-10-15	East Avl	4
2021-10-15	East Avl	5
2021-10-15	East Avl	5
2021-10-15	East Avl	5
2021-10-15	East Avl	4
2021-10-15	East Avl	4
2021-10-15	East Avl	3
2021-10-15	Blk Mtn	5
2021-10-15	Blk Mtn	5
2021-10-15	Blk Mtn	4
2021-10-15	Blk Mtn	4
2021-10-15	Blk Mtn	5
2021-10-15	Blk Mtn	2
2021-10-15	Blk Mtn	3
2021-10-15	Blk Mtn	5
2021-10-15	Blk Mtn	4
2021-10-15	Blk Mtn	3
2021-10-15	Blk Mtn	5
2021-10-15	Blk Mtn	3
2021-10-15	Blk Mtn	5
2021-10-15	Blk Mtn	5
2021-10-15	Blk Mtn	2
2021-10-15	Blk Mtn	1
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	3
2021-10-15	Lexington	5
2021-10-15	Lexington	5
2021-10-15	Lexington	3
2021-10-15	Lexington	5
2021-10-15	Lexington	5
2021-10-15	Lexington	5
2021-10-15	Lexington	3
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	3
2021-10-15	Lexington	5
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	3
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	5
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-15	Lexington	5
2021-10-15	Lexington	4
2021-10-14	West Avl	5
